	Anolis_carolinensis	Astyanax_mexicanus	Bos_taurus	Callithrix_jacchus	Canis_lupus	Chinchilla_lanigera	Danio_rerio	Gadus_morhua	Gallus_gallus	Homo_sapiens	Macaca_mulatta	Monodelphis_domestica	Mus_musculus	Oreochromis_niloticus	Ornithorhynchus_anatinus	Oryctolagus_cuniculus	Oryzias_latipes	Ovis_aries	Rattus_norvegicus	Sus_scrofa	Xenopus_tropicalis
OG0018348	Anolis_carolinensis_ENSACAG00000028524																				
OG0018349	Anolis_carolinensis_ENSACAG00000026166																				
OG0018350	Anolis_carolinensis_ENSACAG00000010723																				
OG0018351	Anolis_carolinensis_ENSACAG00000003161																				
OG0018352	Anolis_carolinensis_ENSACAG00000028836																				
OG0018353	Anolis_carolinensis_ENSACAG00000001125																				
OG0018354	Anolis_carolinensis_ENSACAG00000012266																				
OG0018355	Anolis_carolinensis_ENSACAG00000025259																				
OG0018356	Anolis_carolinensis_ENSACAG00000024331																				
OG0018357	Anolis_carolinensis_ENSACAG00000028957																				
OG0018358	Anolis_carolinensis_ENSACAG00000006716																				
OG0018359	Anolis_carolinensis_ENSACAG00000023601																				
OG0018360	Anolis_carolinensis_ENSACAG00000009827																				
OG0018361	Anolis_carolinensis_ENSACAG00000028741																				
OG0018362	Anolis_carolinensis_ENSACAG00000012496																				
OG0018363	Anolis_carolinensis_ENSACAG00000006440																				
OG0018364	Anolis_carolinensis_ENSACAG00000002397																				
OG0018365	Anolis_carolinensis_ENSACAG00000002566																				
OG0018366	Anolis_carolinensis_ENSACAG00000008327																				
OG0018367	Anolis_carolinensis_ENSACAG00000023993																				
OG0018368	Anolis_carolinensis_ENSACAG00000024768																				
OG0018369	Anolis_carolinensis_ENSACAG00000023631																				
OG0018370	Anolis_carolinensis_ENSACAG00000004141																				
OG0018371	Anolis_carolinensis_ENSACAG00000027465																				
OG0018372	Anolis_carolinensis_ENSACAG00000013186																				
OG0018373	Anolis_carolinensis_ENSACAG00000026387																				
OG0018374	Anolis_carolinensis_ENSACAG00000024538																				
OG0018375	Anolis_carolinensis_ENSACAG00000023484																				
OG0018376	Anolis_carolinensis_ENSACAG00000015049																				
OG0018377	Anolis_carolinensis_ENSACAG00000007588																				
OG0018378	Anolis_carolinensis_ENSACAG00000024689																				
OG0018379	Anolis_carolinensis_ENSACAG00000007598																				
OG0018380	Anolis_carolinensis_ENSACAG00000023788																				
OG0018381	Anolis_carolinensis_ENSACAG00000027236																				
OG0018382	Anolis_carolinensis_ENSACAG00000023490																				
OG0018383	Anolis_carolinensis_ENSACAG00000007609																				
OG0018384	Anolis_carolinensis_ENSACAG00000007603																				
OG0018385	Anolis_carolinensis_ENSACAG00000025169																				
OG0018386	Anolis_carolinensis_ENSACAG00000016747																				
OG0018387	Anolis_carolinensis_ENSACAG00000026374																				
OG0018388	Anolis_carolinensis_ENSACAG00000007612																				
OG0018389	Anolis_carolinensis_ENSACAG00000007613																				
OG0018390	Anolis_carolinensis_ENSACAG00000024420																				
OG0018391	Anolis_carolinensis_ENSACAG00000026645																				
OG0018392	Anolis_carolinensis_ENSACAG00000007628																				
OG0018393	Anolis_carolinensis_ENSACAG00000024814																				
OG0018394	Anolis_carolinensis_ENSACAG00000028014																				
OG0018395	Anolis_carolinensis_ENSACAG00000027550																				
OG0018396	Anolis_carolinensis_ENSACAG00000029555																				
OG0018397	Anolis_carolinensis_ENSACAG00000007645																				
OG0018398	Anolis_carolinensis_ENSACAG00000001057																				
OG0018399	Anolis_carolinensis_ENSACAG00000028845																				
OG0018400	Anolis_carolinensis_ENSACAG00000024589																				
OG0018401	Anolis_carolinensis_ENSACAG00000017736																				
OG0018402	Anolis_carolinensis_ENSACAG00000024580																				
OG0018403	Anolis_carolinensis_ENSACAG00000028392																				
OG0018404	Anolis_carolinensis_ENSACAG00000024593																				
OG0018405	Anolis_carolinensis_ENSACAG00000022245																				
OG0018406	Anolis_carolinensis_ENSACAG00000027112																				
OG0018407	Anolis_carolinensis_ENSACAG00000021111																				
OG0018408	Anolis_carolinensis_ENSACAG00000024072																				
OG0018409	Anolis_carolinensis_ENSACAG00000008816																				
OG0018410	Anolis_carolinensis_ENSACAG00000003885																				
OG0018411	Anolis_carolinensis_ENSACAG00000023487																				
OG0018412	Anolis_carolinensis_ENSACAG00000000561																				
OG0018413	Anolis_carolinensis_ENSACAG00000024895																				
OG0018414	Anolis_carolinensis_ENSACAG00000029270																				
OG0018415	Anolis_carolinensis_ENSACAG00000029316																				
OG0018416	Anolis_carolinensis_ENSACAG00000022425																				
OG0018417	Anolis_carolinensis_ENSACAG00000027744																				
OG0018418	Anolis_carolinensis_ENSACAG00000027527																				
OG0018419	Anolis_carolinensis_ENSACAG00000025275																				
OG0018420	Anolis_carolinensis_ENSACAG00000025645																				
OG0018421	Anolis_carolinensis_ENSACAG00000022464																				
OG0018422	Anolis_carolinensis_ENSACAG00000012459																				
OG0018423	Anolis_carolinensis_ENSACAG00000012453																				
OG0018424	Anolis_carolinensis_ENSACAG00000010090																				
OG0018425	Anolis_carolinensis_ENSACAG00000026606																				
OG0018426	Anolis_carolinensis_ENSACAG00000028197																				
OG0018427	Anolis_carolinensis_ENSACAG00000013257																				
OG0018428	Anolis_carolinensis_ENSACAG00000029107																				
OG0018429	Anolis_carolinensis_ENSACAG00000024183																				
OG0018430	Anolis_carolinensis_ENSACAG00000002263																				
OG0018431	Anolis_carolinensis_ENSACAG00000000842																				
OG0018432	Anolis_carolinensis_ENSACAG00000025090																				
OG0018433	Anolis_carolinensis_ENSACAG00000024426																				
OG0018434	Anolis_carolinensis_ENSACAG00000000709																				
OG0018435	Anolis_carolinensis_ENSACAG00000001536																				
OG0018436	Anolis_carolinensis_ENSACAG00000029236																				
OG0018437	Anolis_carolinensis_ENSACAG00000022552																				
OG0018438	Anolis_carolinensis_ENSACAG00000000993																				
OG0018439	Anolis_carolinensis_ENSACAG00000029136																				
OG0018440	Anolis_carolinensis_ENSACAG00000028576																				
OG0018441	Anolis_carolinensis_ENSACAG00000026405																				
OG0018442	Anolis_carolinensis_ENSACAG00000013603																				
OG0018443	Anolis_carolinensis_ENSACAG00000022249																				
OG0018444	Anolis_carolinensis_ENSACAG00000029215																				
OG0018445	Anolis_carolinensis_ENSACAG00000028895																				
OG0018446	Anolis_carolinensis_ENSACAG00000027498																				
OG0018447	Anolis_carolinensis_ENSACAG00000023243																				
OG0018448	Anolis_carolinensis_ENSACAG00000028456																				
OG0018449	Anolis_carolinensis_ENSACAG00000027328																				
OG0018450	Anolis_carolinensis_ENSACAG00000029337																				
OG0018451	Anolis_carolinensis_ENSACAG00000013686																				
OG0018452	Anolis_carolinensis_ENSACAG00000017987																				
OG0018453	Anolis_carolinensis_ENSACAG00000028760																				
OG0018454	Anolis_carolinensis_ENSACAG00000005372																				
OG0018455	Anolis_carolinensis_ENSACAG00000017984																				
OG0018456	Anolis_carolinensis_ENSACAG00000029609																				
OG0018457	Anolis_carolinensis_ENSACAG00000013322																				
OG0018458	Anolis_carolinensis_ENSACAG00000029373																				
OG0018459	Anolis_carolinensis_ENSACAG00000028279																				
OG0018460	Anolis_carolinensis_ENSACAG00000028323																				
OG0018461	Anolis_carolinensis_ENSACAG00000028898																				
OG0018462	Anolis_carolinensis_ENSACAG00000004863																				
OG0018463	Anolis_carolinensis_ENSACAG00000005073																				
OG0018464	Anolis_carolinensis_ENSACAG00000007952																				
OG0018465	Anolis_carolinensis_ENSACAG00000005524																				
OG0018466	Anolis_carolinensis_ENSACAG00000028892																				
OG0018467	Anolis_carolinensis_ENSACAG00000016483																				
OG0018468	Anolis_carolinensis_ENSACAG00000015530																				
OG0018469	Anolis_carolinensis_ENSACAG00000011334																				
OG0018470	Anolis_carolinensis_ENSACAG00000017237																				
OG0018471	Anolis_carolinensis_ENSACAG00000025359																				
OG0018472	Anolis_carolinensis_ENSACAG00000000310																				
OG0018473	Anolis_carolinensis_ENSACAG00000006989																				
OG0018474	Anolis_carolinensis_ENSACAG00000023901																				
OG0018475	Anolis_carolinensis_ENSACAG00000001193																				
OG0018476	Anolis_carolinensis_ENSACAG00000028846																				
OG0018477	Anolis_carolinensis_ENSACAG00000024586																				
OG0018478	Anolis_carolinensis_ENSACAG00000008726																				
OG0018479	Anolis_carolinensis_ENSACAG00000021990																				
OG0018480	Anolis_carolinensis_ENSACAG00000026733																				
OG0018481	Anolis_carolinensis_ENSACAG00000029314																				
OG0018482	Anolis_carolinensis_ENSACAG00000026138																				
OG0018483	Anolis_carolinensis_ENSACAG00000022065																				
OG0018484	Anolis_carolinensis_ENSACAG00000025572																				
OG0018485	Anolis_carolinensis_ENSACAG00000001149																				
OG0018486	Anolis_carolinensis_ENSACAG00000023090																				
OG0018487	Anolis_carolinensis_ENSACAG00000010506																				
OG0018488	Anolis_carolinensis_ENSACAG00000003831																				
OG0018489	Anolis_carolinensis_ENSACAG00000028653																				
OG0018490	Anolis_carolinensis_ENSACAG00000015462																				
OG0018491	Anolis_carolinensis_ENSACAG00000009293																				
OG0018492	Anolis_carolinensis_ENSACAG00000029079																				
OG0018493	Anolis_carolinensis_ENSACAG00000029564																				
OG0018494	Anolis_carolinensis_ENSACAG00000022885																				
OG0018495	Anolis_carolinensis_ENSACAG00000029216																				
OG0018496	Anolis_carolinensis_ENSACAG00000009370																				
OG0018497	Anolis_carolinensis_ENSACAG00000023104																				
OG0018498	Anolis_carolinensis_ENSACAG00000026065																				
OG0018499	Anolis_carolinensis_ENSACAG00000022839																				
OG0018500	Anolis_carolinensis_ENSACAG00000011906																				
OG0018501	Anolis_carolinensis_ENSACAG00000011463																				
OG0018502	Anolis_carolinensis_ENSACAG00000025488																				
OG0018503	Anolis_carolinensis_ENSACAG00000024877																				
OG0018504	Anolis_carolinensis_ENSACAG00000028373																				
OG0018505	Anolis_carolinensis_ENSACAG00000026209																				
OG0018506	Anolis_carolinensis_ENSACAG00000017739																				
OG0018507	Anolis_carolinensis_ENSACAG00000013227																				
OG0018508	Anolis_carolinensis_ENSACAG00000028966																				
OG0018509	Anolis_carolinensis_ENSACAG00000015467																				
OG0018510	Anolis_carolinensis_ENSACAG00000023806																				
OG0018511	Anolis_carolinensis_ENSACAG00000028490																				
OG0018512	Anolis_carolinensis_ENSACAG00000017656																				
OG0018513	Anolis_carolinensis_ENSACAG00000027884																				
OG0018514	Anolis_carolinensis_ENSACAG00000026589																				
OG0018515	Anolis_carolinensis_ENSACAG00000029293																				
OG0018516	Anolis_carolinensis_ENSACAG00000026582																				
OG0018517	Anolis_carolinensis_ENSACAG00000024549																				
OG0018518	Anolis_carolinensis_ENSACAG00000023372																				
OG0018519	Anolis_carolinensis_ENSACAG00000024794																				
OG0018520	Anolis_carolinensis_ENSACAG00000017704																				
OG0018521	Anolis_carolinensis_ENSACAG00000023098																				
OG0018522	Anolis_carolinensis_ENSACAG00000026491																				
OG0018523	Anolis_carolinensis_ENSACAG00000027827																				
OG0018524	Anolis_carolinensis_ENSACAG00000024964																				
OG0018525	Anolis_carolinensis_ENSACAG00000024616																				
OG0018526	Anolis_carolinensis_ENSACAG00000022154																				
OG0018527	Anolis_carolinensis_ENSACAG00000026764																				
OG0018528	Anolis_carolinensis_ENSACAG00000022988																				
OG0018529	Anolis_carolinensis_ENSACAG00000024763																				
OG0018530	Anolis_carolinensis_ENSACAG00000009441																				
OG0018531	Anolis_carolinensis_ENSACAG00000004877																				
OG0018532	Anolis_carolinensis_ENSACAG00000017390																				
OG0018533	Anolis_carolinensis_ENSACAG00000024220																				
OG0018534	Anolis_carolinensis_ENSACAG00000024302																				
OG0018535	Anolis_carolinensis_ENSACAG00000026238																				
OG0018536	Anolis_carolinensis_ENSACAG00000015879																				
OG0018537	Anolis_carolinensis_ENSACAG00000023971																				
OG0018538	Anolis_carolinensis_ENSACAG00000024496																				
OG0018539	Anolis_carolinensis_ENSACAG00000027421																				
OG0018540	Anolis_carolinensis_ENSACAG00000001230																				
OG0018541	Anolis_carolinensis_ENSACAG00000024626																				
OG0018542	Anolis_carolinensis_ENSACAG00000028295																				
OG0018543	Anolis_carolinensis_ENSACAG00000025634																				
